행정기관코드,기준연월,시도명,시군구명,읍면동명,0~9세_남자,0~9세_여자,10~19세_남자,10~19세_여자,20~29세_남자,20~29세_여자,30~39세_남자,30~39세_여자,40~49세_남자,40~49세_여자,50~59세_남자,50~59세_여자,60~69세_남자,60~69세_여자,70~79세_남자,70~79세_여자,80~89세_남자,80~89세_여자,90~99세_남자,90~99세_여자,100세 이상_남자,100세 이상_여자,총인구수,남자총합,여자총합
4131057000,2025-04-30,경기도,구리시,수택1동,406,368,608,496,1021,1096,1344,1174,1194,1044,1479,1570,1479,1428,613,704,213,362,17,50,0,1,16667,8374,8293
4131058000,2025-04-30,경기도,구리시,수택2동,445,437,845,804,1532,1444,1691,1465,1612,1461,2250,2343,2288,2241,962,1238,354,613,36,98,0,0,24159,12015,12144
4131059000,2025-04-30,경기도,구리시,수택3동,556,495,945,927,1368,1223,1523,1329,1580,1534,2106,1999,1602,1518,721,778,304,461,29,83,0,1,21082,10734,10348
4136025000,2025-04-30,경기도,남양주시,와부읍,1419,1297,3272,3111,3465,3103,2835,2623,3971,4581,5560,5720,4296,4389,2382,2843,1115,1521,109,273,0,3,57888,28424,29464
4136025300,2025-04-30,경기도,남양주시,진접읍,2944,2713,5795,5432,5579,4903,5083,4672,7488,7807,9152,8506,6850,6826,3414,3978,1353,2170,149,398,1,1,95214,47808,47406
4136025600,2025-04-30,경기도,남양주시,화도읍,1589,1599,3359,3120,3720,3342,3205,2880,5077,5126,6445,6097,4796,4859,2393,3029,1000,1554,76,274,0,4,63544,31660,31884
4136025700,2025-04-30,경기도,남양주시,화도읍동부출장소,522,437,716,673,604,564,709,688,1159,1084,1114,1119,1022,1004,497,492,178,272,27,81,0,0,12962,6548,6414
4136025800,2025-04-30,경기도,남양주시,화도읍남부출장소,1272,1174,2226,1988,1934,1683,1799,1803,3082,3239,3447,3221,2346,2352,1150,1404,469,747,36,114,0,0,35486,17761,17725
4136025900,2025-04-30,경기도,남양주시,진건읍,308,267,736,613,1160,1011,1140,846,1198,1078,2080,1903,2287,2024,1008,1127,370,659,40,154,1,1,20011,10328,9683
4136026200,2025-04-30,경기도,남양주시,오남읍,1178,1116,2842,2613,3316,3090,2547,2279,3761,3844,5553,5253,3615,3583,1719,2211,760,1306,67,225,1,1,50880,25359,25521
4136026500,2025-04-30,경기도,남양주시,퇴계원읍,525,514,1099,1026,1581,1423,1588,1391,1659,1606,2438,2558,2565,2714,1219,1349,491,744,41,120,0,0,26651,13206,13445
4136031000,2025-04-30,경기도,남양주시,별내면,353,334,811,776,1057,917,766,738,1204,1123,1903,1820,1571,1560,868,1017,427,609,34,106,1,1,17996,8995,9001
4136034000,2025-04-30,경기도,남양주시,수동면,96,96,267,197,354,242,341,271,469,372,851,746,1106,997,635,640,281,369,36,119,2,2,8489,4438,4051
4136036000,2025-04-30,경기도,남양주시,조안면,56,43,108,92,153,144,147,139,214,197,359,328,475,454,299,250,101,151,17,22,0,2,3751,1929,1822
4136051000,2025-04-30,경기도,남양주시,호평동,2165,2012,3516,3419,3120,2893,2776,3008,5053,5578,5075,5097,3005,3268,1535,2157,703,1009,60,172,0,2,55623,27008,28615
4136052000,2025-04-30,경기도,남양주시,평내동,1263,1216,2314,2219,2270,2204,2177,2143,3082,3324,3594,3598,2074,2234,1045,1289,432,696,52,122,0,1,37349,18303,19046
4136053000,2025-04-30,경기도,남양주시,금곡동,215,188,430,416,954,783,1125,861,1054,821,1602,1567,2052,2051,986,1075,415,652,34,123,0,3,17407,8867,8540
4136054000,2025-04-30,경기도,남양주시,양정동,42,30,44,40,149,84,162,98,143,79,255,158,338,231,146,120,65,75,6,10,0,0,2275,1350,925
4136054500,2025-04-30,경기도,남양주시,다산1동,5829,5561,6329,6168,4820,5406,7928,8814,10761,10668,7097,7088,4877,5431,2818,3250,920,1431,89,244,2,0,105531,51470,54061
4136056500,2025-04-30,경기도,남양주시,다산2동,1714,1743,2275,2206,1802,1826,2086,2337,3749,3870,3016,2987,1889,2102,898,1032,278,480,30,93,1,0,36414,17738,18676
4136057000,2025-04-30,경기도,남양주시,별내동,3460,3365,4161,4119,4393,4706,5963,6290,7275,7508,6194,6657,5163,5579,2642,2954,804,1241,86,246,0,1,82807,40141,42666
4137051000,2025-04-30,경기도,오산시,중앙동,1279,1199,1943,1946,2053,1720,2193,2127,2935,2899,3011,2901,2032,2069,839,1029,336,593,32,87,0,0,33223,16653,16570
4137052300,2025-04-30,경기도,오산시,대원1동,1246,1221,2293,2214,3567,2962,3782,2808,4087,3592,4256,4074,2791,2774,1130,1340,417,721,41,104,1,2,45423,23611,21812
4137052600,2025-04-30,경기도,오산시,대원2동,1218,1150,1542,1348,1376,1129,2441,1984,2651,2308,1890,1810,1029,1069,432,529,149,262,12,37,0,1,24367,12740,11627
4137053000,2025-04-30,경기도,오산시,남촌동,1154,1111,1039,1011,1992,1476,3998,2688,3650,2229,2472,1614,1410,1107,552,572,190,297,10,50,0,0,28622,16467,12155
4137054300,2025-04-30,경기도,오산시,신장1동,1223,1141,2385,2379,2058,1793,2472,2063,3618,3351,2943,2676,1867,2176,930,1136,366,643,42,106,1,1,35370,17905,17465
4137054600,2025-04-30,경기도,오산시,신장2동,924,898,1457,1299,1185,1058,1605,1407,2461,2149,1862,1699,1398,1423,600,690,193,328,9,64,0,0,22709,11694,11015
4137055000,2025-04-30,경기도,오산시,세마동,1410,1329,1795,1686,2046,1778,2748,2328,3132,2884,2538,2425,1713,1693,723,699,242,418,20,102,0,0,31709,16367,15342
4137056000,2025-04-30,경기도,오산시,초평동,1021,971,1237,1136,1460,1258,2631,2121,2412,1960,1903,1845,1293,1326,514,617,178,345,19,60,0,1,24308,12668,11640
4139051000,2025-04-30,경기도,시흥시,대야동,1400,1326,1595,1522,2642,2393,3175,3008,3186,2836,3733,3977,3624,3392,1271,1341,400,781,46,172,1,4,41825,21073,20752
4139052000,2025-04-30,경기도,시흥시,신천동,547,517,1153,1031,2420,1982,2211,1679,2008,1754,3621,3608,3523,3169,1230,1335,385,783,29,131,0,1,33117,17127,15990
4139053100,2025-04-30,경기도,시흥시,신현동,129,135,268,249,552,442,567,378,491,423,979,908,1106,963,456,428,137,266,19,49,0,1,8946,4704,4242
4139054000,2025-04-30,경기도,시흥시,은행동,2709,2635,3241,3107,2806,2658,3680,3786,5400,5189,4320,4404,3340,3343,1265,1346,342,712,32,159,0,2,54476,27135,27341
4139055000,2025-04-30,경기도,시흥시,매화동,218,208,451,445,742,544,635,453,764,658,1248,1129,1156,917,448,542,197,320,21,75,0,0,11171,5880,5291
4139057000,2025-04-30,경기도,시흥시,목감동,2011,1925,2181,2136,1701,1575,3027,3039,4333,3862,3111,2926,2715,2718,1231,1194,340,596,41,126,0,2,40790,20691,20099
4139058100,2025-04-30,경기도,시흥시,군자동,527,519,1009,969,1336,1040,1363,1047,1912,1585,2243,1998,1830,1728,706,861,243,475,19,92,0,0,21502,11188,10314
4139058200,2025-04-30,경기도,시흥시,월곶동,536,540,819,751,1032,879,1379,1110,1610,1388,1781,1539,1247,1211,504,588,213,342,24,69,0,0,17562,9145,8417
4139058900,2025-04-30,경기도,시흥시,정왕본동,347,346,527,488,1449,755,2122,954,2372,1149,2384,1284,1476,924,406,370,129,182,5,48,0,0,17717,11217,6500
4139059100,2025-04-30,경기도,시흥시,정왕1동,446,427,930,859,2462,1331,1687,976,2274,1350,2579,1632,1612,1086,429,445,131,256,14,50,0,0,20976,12564,8412
4139059200,2025-04-30,경기도,시흥시,정왕2동,690,689,1491,1474,2018,1641,1757,1372,2254,2049,2985,2894,1967,1713,522,630,227,437,20,74,0,0,26904,13931,12973
4139059300,2025-04-30,경기도,시흥시,정왕3동,505,504,1005,942,1422,932,1640,1071,2345,1492,2762,1939,1897,1355,510,561,196,307,14,47,0,2,21448,12296,9152
4139059400,2025-04-30,경기도,시흥시,정왕4동,520,488,1134,1089,1515,1444,1182,1052,1390,1531,2029,2303,1380,1174,329,460,165,303,18,62,0,0,19568,9662,9906
4139059600,2025-04-30,경기도,시흥시,배곧1동,2233,2163,2674,2566,1483,1496,2522,2781,4194,4027,2506,2485,1411,1386,437,420,102,208,12,36,1,0,35143,17575,17568
4139059700,2025-04-30,경기도,시흥시,배곧2동,1747,1669,2295,2308,2585,2417,3473,2828,3824,3552,2764,2482,1304,1205,310,341,82,143,6,30,0,0,35365,18390,16975
4139062100,2025-04-30,경기도,시흥시,과림동,23,23,18,18,66,43,96,52,99,49,194,80,335,220,188,124,51,60,4,11,0,0,1754,1074,680
4139063000,2025-04-30,경기도,시흥시,연성동,838,773,1117,1091,1681,1556,1672,1504,1742,1635,2519,2489,1723,1452,573,674,236,457,26,82,1,1,23842,12128,11714
4139063100,2025-04-30,경기도,시흥시,장곡동,2907,2821,2781,2611,2317,2287,4167,4292,4389,4235,3516,3507,2366,2057,798,879,224,467,26,89,0,0,46736,23491,23245
4139064000,2025-04-30,경기도,시흥시,능곡동,1248,1144,1363,1329,1530,1555,1969,1943,2070,2058,2311,2468,1561,1478,620,716,212,405,25,95,0,0,26100,12909,13191
4139065000,2025-04-30,경기도,시흥시,거북섬동,705,707,314,312,718,378,1835,1088,1811,894,896,456,363,246,79,57,17,27,0,12,0,0,10915,6738,4177
4141051000,2025-04-30,경기도,군포시,군포1동,686,653,1110,1060,2342,1942,2409,1825,2297,1829,3038,2837,2884,2627,1131,1182,400,610,49,127,0,0,31038,16346,14692
4141052000,2025-04-30,경기도,군포시,군포2동,1164,1136,2298,2081,2625,2422,2612,2430,2975,3124,3606,3985,3299,3330,1243,1376,456,698,54,158,0,1,41073,20332,20741
4141054000,2025-04-30,경기도,군포시,산본1동,194,177,321,277,1013,820,1330,865,927,677,1197,1258,1398,1533,717,851,264,435,23,107,0,0,14384,7384,7000
4141055000,2025-04-30,경기도,군포시,산본2동,735,715,1226,1217,1481,1353,1623,1566,1707,1889,2062,2304,2021,2239,864,915,310,539,53,120,1,2,24942,12083,12859
4141056000,2025-04-30,경기도,군포시,금정동,403,331,592,543,1379,1236,1669,1264,1386,1104,1790,1651,1668,1682,715,701,215,354,16,80,0,0,18779,9833,8946
4141057000,2025-04-30,경기도,군포시,재궁동,345,316,543,521,1089,1075,1493,1292,1055,1106,1364,1540,1220,1584,641,810,272,564,34,126,0,1,16991,8056,8935
4141058000,2025-04-30,경기도,군포시,오금동,554,561,872,819,1244,1132,1681,1606,1435,1557,1631,1828,1259,1554,553,677,280,456,42,90,0,0,19831,9551,10280
4141059000,2025-04-30,경기도,군포시,수리동,311,271,635,596,879,839,967,910,952,1073,1349,1426,1130,1327,550,758,293,541,54,123,0,0,14984,7120,7864
4141060000,2025-04-30,경기도,군포시,궁내동,597,549,1413,1308,1208,1088,965,940,1436,1684,1879,2026,1227,1257,489,563,237,414,38,101,1,0,19420,9490,9930
4141061000,2025-04-30,경기도,군포시,대야동,206,207,414,378,478,455,563,524,638,584,846,897,816,797,408,424,135,202,20,52,0,1,9045,4524,4521
4141062000,2025-04-30,경기도,군포시,광정동,525,550,1162,1063,1544,1509,1571,1405,1471,1628,2180,2292,1627,1785,710,830,326,662,71,155,1,2,23069,11188,11881
4141063000,2025-04-30,경기도,군포시,송부동,954,932,1194,1100,988,946,1503,1493,1938,1899,1446,1537,1251,1447,554,585,157,256,14,51,0,0,20245,9999,10246
4143051000,2025-04-30,경기도,의왕시,고천동,629,569,415,348,704,736,1917,1767,907,730,690,770,883,1010,523,561,193,241,20,81,1,1,13696,6882,6814
4143052000,2025-04-30,경기도,의왕시,부곡동,1076,1067,1145,1029,1686,1498,2450,2189,2219,1874,2349,2357,2168,2299,1053,1168,444,793,51,170,0,1,29086,14641,14445
4143053000,2025-04-30,경기도,의왕시,오전동,1006,969,1677,1558,2080,1836,1939,1876,2354,2425,2940,3213,2765,2985,1311,1338,428,575,29,144,0,1,33449,16529,16920
4143054000,2025-04-30,경기도,의왕시,내손1동,557,534,922,862,1346,1309,1158,1137,1294,1302,1759,1951,1738,1781,648,709,255,418,27,102,0,0,19809,9704,10105
4143055000,2025-04-30,경기도,의왕시,내손2동,907,826,1034,961,1156,1126,1574,1549,1600,1595,1653,1938,1554,1657,630,647,227,371,24,85,0,0,21114,10359,10755
4143056000,2025-04-30,경기도,의왕시,청계동,1292,1166,1463,1501,2259,2047,2512,2384,2535,2602,3105,3609,3110,3303,1294,1352,389,642,46,183,0,1,36795,18005,18790
4145051000,2025-04-30,경기도,하남시,천현동,80,71,162,151,294,218,432,277,434,299,609,456,729,600,370,353,110,165,5,63,0,1,5879,3225,2654
4145052000,2025-04-30,경기도,하남시,신장1동,106,102,171,139,462,456,744,504,521,388,578,531,605,629,299,352,96,173,10,38,0,0,6904,3592,3312
4145053000,2025-04-30,경기도,하남시,신장2동,1613,1502,1864,1808,2218,2056,3233,3159,3542,3353,3348,3481,3366,3953,2153,2374,776,952,57,175,1,1,44985,22171,22814
4145054000,2025-04-30,경기도,하남시,덕풍1동,335,301,446,389,793,670,1027,811,964,859,1151,1205,1331,1561,764,786,267,322,19,56,0,0,14057,7097,6960
4145055000,2025-04-30,경기도,하남시,덕풍2동,407,398,494,458,921,814,1399,1147,1225,1024,1371,1419,1699,1799,894,1039,270,442,12,101,0,2,17335,8692,8643
4145056000,2025-04-30,경기도,하남시,덕풍3동,1019,914,1327,1232,1572,1400,1790,1690,2217,2113,2357,2433,1926,2251,1097,1267,368,523,39,116,1,3,27655,13713,13942
4145058000,2025-04-30,경기도,하남시,감북동,54,45,72,58,203,139,303,201,210,147,326,270,344,264,150,151,63,84,8,17,0,0,3109,1733,1376
4145058200,2025-04-30,경기도,하남시,감일동,2938,2733,2162,2108,1744,1677,3252,3782,4078,3875,2649,2596,1773,1779,858,860,225,360,29,92,0,0,39570,19708,19862
4145058500,2025-04-30,경기도,하남시,위례동,2116,1982,2231,2272,1639,1685,2142,2609,3571,3796,2757,2690,1918,1866,720,628,168,242,10,63,0,0,35105,17272,17833
4145059000,2025-04-30,경기도,하남시,춘궁동,8,11,18,10,52,26,71,43,77,29,148,65,184,103,75,57,29,24,4,8,0,0,1042,666,376
4145060000,2025-04-30,경기도,하남시,초이동,48,64,60,64,181,126,246,157,204,132,320,212,396,296,184,136,63,104,6,17,0,0,3016,1708,1308
4145061000,2025-04-30,경기도,하남시,미사1동,1870,1711,2516,2520,3552,4784,5722,5644,5174,5008,3721,3444,2192,2304,1164,1302,315,464,27,96,0,1,53531,26253,27278
4145062000,2025-04-30,경기도,하남시,미사2동,2128,1990,3137,3241,1873,1754,2625,3031,4939,5230,3619,3313,2421,2796,1538,1549,400,629,22,132,0,0,46367,22702,23665
4145063000,2025-04-30,경기도,하남시,미사3동,1609,1524,1889,1931,1311,1426,1802,2075,3323,3271,2165,2100,1501,1612,745,710,182,272,18,68,0,2,29536,14545,14991
4146125000,2025-04-30,경기도,용인시 처인구,포곡읍,664,594,1765,1597,2349,1808,1858,1399,2414,2341,3305,2934,2427,2254,995,1248,421,742,42,138,0,3,31298,16240,15058
4146125300,2025-04-30,경기도,용인시 처인구,모현읍,1106,1097,1475,1326,2013,1666,2323,2038,2762,2433,2958,2748,2537,2334,1194,1206,399,664,41,126,1,1,32448,16809,15639
4146125600,2025-04-30,경기도,용인시 처인구,이동읍,440,450,829,777,1054,803,1179,809,1496,1274,1949,1737,1836,1801,810,997,305,568,34,151,0,2,19301,9932,9369
4146125900,2025-04-30,경기도,용인시 처인구,남사읍,1150,1114,1420,1430,786,636,1486,1477,2462,2303,1710,1539,1607,1627,945,983,310,465,34,78,0,1,23563,11910,11653
4146134000,2025-04-30,경기도,용인시 처인구,원삼면,91,104,323,263,335,246,354,224,450,373,736,643,992,869,546,524,214,297,26,90,1,0,7701,4068,3633
4146135000,2025-04-30,경기도,용인시 처인구,백암면,97,83,192,172,354,225,373,245,525,317,834,566,1033,924,591,542,221,426,38,87,0,0,7845,4258,3587
4146136000,2025-04-30,경기도,용인시 처인구,양지면,514,497,1062,788,1175,906,1513,1131,1659,1349,1929,1772,1811,1682,814,758,271,436,29,115,1,0,20212,10778,9434
4146151000,2025-04-30,경기도,용인시 처인구,중앙동,705,708,1048,1095,2258,1926,2062,1660,1908,1801,2330,2287,1990,1984,870,1110,336,565,44,129,0,2,26818,13551,13267
4146152500,2025-04-30,경기도,용인시 처인구,역북동,1509,1422,1788,1792,2885,2552,2919,2635,3110,2942,2524,2633,1729,1829,781,974,285,422,21,64,0,0,34816,17551,17265
4146152600,2025-04-30,경기도,용인시 처인구,삼가동,339,347,594,505,911,753,764,728,827,831,1122,1279,832,847,371,454,150,231,16,40,1,0,11942,5927,6015
4146153000,2025-04-30,경기도,용인시 처인구,유림동,2433,2323,2563,2534,3020,2615,4282,4059,4776,4466,4372,4357,2803,2878,1199,1418,458,730,56,119,1,0,51462,25963,25499
4146154000,2025-04-30,경기도,용인시 처인구,동부동,241,215,479,423,838,652,768,583,790,685,1264,1230,1191,1148,578,653,186,311,24,66,0,0,12325,6359,5966
4146351000,2025-04-30,경기도,용인시 기흥구,신갈동,1160,1135,1607,1539,2226,2213,2967,2700,2889,2730,3173,3187,2356,2304,1118,1521,578,823,64,137,1,0,36428,18139,18289
4146351600,2025-04-30,경기도,용인시 기흥구,영덕1동,1365,1307,2049,1829,2118,2029,2406,2190,2985,3099,3118,3349,1955,2036,761,946,242,428,30,85,0,0,34327,17029,17298
4146351700,2025-04-30,경기도,용인시 기흥구,영덕2동,907,892,722,707,1117,1011,1667,1639,1689,1548,1459,1630,1115,1234,468,527,220,404,76,139,0,4,19175,9440,9735
4146352000,2025-04-30,경기도,용인시 기흥구,구갈동,1486,1339,1738,1684,3144,2886,3278,3127,3469,3303,3473,3442,2258,2165,962,1204,433,551,41,116,0,1,40100,20282,19818
4146353000,2025-04-30,경기도,용인시 기흥구,상갈동,334,276,478,463,954,790,1025,834,957,859,1252,1113,802,805,400,551,255,321,14,43,1,0,12527,6472,6055
4146353500,2025-04-30,경기도,용인시 기흥구,보라동,989,981,2068,1992,2048,1834,1605,1594,2574,2748,3065,3155,1962,1987,1105,1339,557,751,64,125,0,1,32544,16037,16507
4146354000,2025-04-30,경기도,용인시 기흥구,기흥동,537,552,983,959,1327,1025,1342,1142,1596,1630,1824,1949,1485,1678,812,994,364,481,47,97,1,0,20825,10318,10507
4146355000,2025-04-30,경기도,용인시 기흥구,서농동,995,1005,1427,1429,2525,1895,1836,1696,2199,2177,1755,1781,1194,1302,478,599,171,257,19,50,0,0,24790,12599,12191
4146356000,2025-04-30,경기도,용인시 기흥구,구성동,1096,1038,2274,2202,2198,1986,1845,1779,2833,3218,3610,3731,2186,2690,1559,2115,851,1096,102,217,0,3,38629,18554,20075
4146357000,2025-04-30,경기도,용인시 기흥구,마북동,1082,940,1590,1501,2122,1961,2114,1943,2317,2575,2888,3236,2080,2242,1320,1689,766,908,93,154,0,1,33522,16372,17150
4146357200,2025-04-30,경기도,용인시 기흥구,동백1동,988,1005,2578,2551,1893,1828,1208,1347,2757,3312,3106,3037,1328,1450,678,1051,360,555,34,109,0,4,31179,14930,16249
4146357500,2025-04-30,경기도,용인시 기흥구,동백2동,758,701,2194,2069,1764,1684,945,1015,2109,2702,2774,2623,1278,1237,686,890,322,425,41,67,0,2,26286,12871,13415
4146357700,2025-04-30,경기도,용인시 기흥구,동백3동,1281,1159,1882,1782,1257,1336,1534,1603,2438,2720,2064,1983,1068,1235,805,1145,601,690,85,114,0,1,26783,13015,13768
4146358600,2025-04-30,경기도,용인시 기흥구,상하동,611,524,1214,1120,1543,1461,1207,1150,1533,1676,2203,2467,1674,1774,829,1053,361,567,40,112,0,1,23120,11215,11905
4146359000,2025-04-30,경기도,용인시 기흥구,보정동,1130,1055,2239,2139,2033,1961,1590,1641,2772,3233,3163,3220,1837,1855,1216,1507,744,824,73,135,0,2,34369,16797,17572
4146551000,2025-04-30,경기도,용인시 수지구,풍덕천1동,1095,997,1641,1553,2355,2204,3345,2852,2579,2565,2737,2841,1951,2022,1011,1404,536,781,60,134,0,2,34665,17310,17355
4146552000,2025-04-30,경기도,용인시 수지구,풍덕천2동,1912,1865,2980,2866,2267,2282,2911,3121,4149,4410,3354,3163,1575,1481,707,1030,465,683,54,108,0,0,41383,20374,21009
4146553000,2025-04-30,경기도,용인시 수지구,신봉동,1561,1538,2803,2724,2147,2083,2069,2331,3409,4057,3688,3756,2085,2132,1239,1700,757,859,72,146,0,2,41158,19830,21328
4146554000,2025-04-30,경기도,용인시 수지구,죽전1동,947,909,1705,1669,1839,1682,1597,1706,2173,2502,2510,2730,1722,1781,891,1132,536,678,49,114,0,1,28873,13969,14904
4146555000,2025-04-30,경기도,용인시 수지구,죽전2동,535,554,693,677,1262,1186,1618,1542,1287,1313,1370,1546,1055,1095,535,649,271,362,39,71,0,2,17662,8665,8997
4146555500,2025-04-30,경기도,용인시 수지구,죽전3동,801,801,1555,1524,2113,1979,1515,1638,2042,2259,2301,2321,1347,1485,754,952,365,524,40,79,1,2,26398,12834,13564
4146556000,2025-04-30,경기도,용인시 수지구,동천동,2260,2169,3023,2889,2596,2623,3222,3676,4722,4922,4103,4085,2664,2813,1489,1766,656,722,67,125,0,0,50592,24802,25790
4146557000,2025-04-30,경기도,용인시 수지구,상현1동,814,850,1349,1347,1068,1112,1009,1191,1731,1929,1683,1713,930,951,566,832,354,394,31,79,0,1,19934,9535,10399
4146558000,2025-04-30,경기도,용인시 수지구,상현2동,1303,1258,2191,2033,1742,1664,1769,2015,2848,3156,2709,2814,1550,1680,1058,1430,630,737,56,119,0,1,32763,15856,16907
4146558500,2025-04-30,경기도,용인시 수지구,상현3동,1034,1013,1674,1662,1685,1896,1855,2053,2356,2569,2158,2237,1287,1378,705,915,358,404,33,71,0,0,27343,13145,14198
4146559000,2025-04-30,경기도,용인시 수지구,성복동,2185,2144,3621,3605,2711,2676,2242,2774,4603,5450,4623,4660,2914,3115,2052,2611,1172,1082,110,188,0,2,54540,26233,28307
4148025000,2025-04-30,경기도,파주시,문산읍,1809,1798,2621,2539,2861,2093,3746,3056,4155,3589,3877,3481,3299,3361,1606,2000,839,1456,90,254,0,1,48531,24903,23628
4148025300,2025-04-30,경기도,파주시,파주읍,222,206,411,375,749,515,786,533,921,749,1515,1102,1477,1273,761,797,319,632,40,131,0,1,13515,7201,6314
4148025600,2025-04-30,경기도,파주시,법원읍,92,74,256,227,551,324,483,329,479,356,905,742,1204,1087,645,657,264,459,42,83,0,0,9259,4921,4338
4148026200,2025-04-30,경기도,파주시,조리읍,492,538,1152,1188,1535,1286,1356,1080,1857,1703,2822,2685,2777,2634,1288,1466,585,906,56,185,0,4,27595,13920,13675
4148031000,2025-04-30,경기도,파주시,월롱면,51,51,115,98,1179,448,1072,307,731,245,847,446,799,583,349,337,134,234,21,56,0,0,8103,5298,2805
4148032000,2025-04-30,경기도,파주시,탄현면,204,190,420,392,657,488,777,474,931,713,1517,1098,1401,1096,633,694,308,513,32,114,1,0,12653,6881,5772
4148035000,2025-04-30,경기도,파주시,광탄면,148,136,281,236,497,343,569,345,581,405,1071,790,1399,1107,718,652,289,510,42,113,0,0,10232,5595,4637
4148036000,2025-04-30,경기도,파주시,파평면,28,22,74,60,211,89,132,86,135,107,335,246,497,434,257,294,165,248,13,52,0,0,3485,1847,1638
4148037000,2025-04-30,경기도,파주시,적성면,160,153,190,176,492,220,464,299,330,259,531,422,751,631,403,436,202,319,21,49,1,1,6510,3545,2965
4148039000,2025-04-30,경기도,파주시,장단면,7,3,14,26,42,20,32,16,42,24,82,53,69,71,54,55,36,43,5,3,0,0,697,383,314
4148051000,2025-04-30,경기도,파주시,금촌1동,347,317,631,589,1553,1194,1673,1088,1624,1205,2232,1702,1950,1725,893,1064,383,672,37,138,1,0,21018,11324,9694
4148052000,2025-04-30,경기도,파주시,금촌2동,895,880,1933,1809,1824,1703,1628,1644,2376,2538,2786,2917,1892,2063,858,1180,446,782,46,147,0,4,30351,14684,15667
4148053000,2025-04-30,경기도,파주시,금촌3동,655,603,1242,1173,1646,1287,1524,1368,1875,1711,2365,2349,1848,1880,894,1026,398,605,41,118,0,2,24610,12488,12122
4148054000,2025-04-30,경기도,파주시,교하동,123,113,207,198,379,275,408,326,490,397,774,626,874,672,399,393,167,241,20,72,0,1,7155,3841,3314
4148055000,2025-04-30,경기도,파주시,운정1동,2155,2060,3167,3112,2835,2886,3908,3940,4631,4716,4341,4416,2633,2894,1120,1378,487,781,55,150,0,0,51665,25332,26333
4148056000,2025-04-30,경기도,파주시,운정2동,3257,3128,4531,4602,3077,3033,4183,4751,6487,6501,4840,4924,2586,2962,1233,1744,534,961,64,157,0,5,63560,30792,32768
4148057000,2025-04-30,경기도,파주시,운정3동,2930,2732,4633,4544,3891,3801,4013,4479,6552,6817,5820,5831,3211,3605,1482,1903,650,1030,62,169,0,1,68156,33244,34912
4148058000,2025-04-30,경기도,파주시,운정4동,673,672,935,890,1566,1458,1752,1706,2094,1996,2268,2467,1509,1623,587,771,291,478,29,80,1,1,23847,11705,12142
4148059000,2025-04-30,경기도,파주시,운정5동,3418,3167,3467,3389,2868,2684,4996,5192,5421,5220,4431,4406,2407,2486,892,1162,395,702,48,145,0,3,56899,28343,28556
4148060000,2025-04-30,경기도,파주시,운정6동,2361,2242,1154,1135,1147,1246,3902,4012,2851,2454,1442,1371,924,958,485,575,139,249,10,45,0,0,28702,14415,14287
4150025000,2025-04-30,경기도,이천시,장호원읍,341,355,602,590,770,561,766,586,927,856,1208,1121,1432,1434,791,867,351,531,36,123,1,0,14249,7225,7024
4150025300,2025-04-30,경기도,이천시,부발읍,1148,1031,2100,2065,3092,1961,3071,2211,3208,3063,3393,2935,2372,2167,982,1037,326,596,43,99,2,0,36902,19737,17165
4150031000,2025-04-30,경기도,이천시,신둔면,363,340,641,518,767,610,890,696,989,832,1365,1206,1462,1319,648,605,195,329,21,70,0,2,13868,7341,6527
4150032000,2025-04-30,경기도,이천시,백사면,346,281,484,422,645,562,747,696,860,781,1145,1204,1237,1129,543,598,238,367,24,72,1,2,12384,6270,6114
4150033000,2025-04-30,경기도,이천시,호법면,102,84,176,149,298,234,357,249,378,262,585,399,668,589,317,326,129,225,19,54,2,0,5602,3031,2571
4150034000,2025-04-30,경기도,이천시,마장면,743,719,699,642,1154,933,1644,1226,1471,1075,1226,933,1047,948,519,529,193,306,24,71,0,0,16102,8720,7382
4150035000,2025-04-30,경기도,이천시,대월면,492,483,585,548,1192,1099,1668,1242,1262,985,1068,981,966,862,463,511,179,327,27,68,0,1,15009,7902,7107
4150036000,2025-04-30,경기도,이천시,모가면,36,26,112,64,181,103,200,121,229,137,392,293,596,488,295,305,171,259,12,47,0,0,4067,2224,1843
4150037000,2025-04-30,경기도,이천시,설성면,39,55,86,79,188,87,189,128,241,130,392,298,639,507,369,370,161,272,29,64,0,0,4323,2333,1990
4150038000,2025-04-30,경기도,이천시,율면,17,27,45,35,71,54,87,33,104,56,224,167,374,325,222,230,112,184,24,66,0,0,2457,1280,1177
4150051000,2025-04-30,경기도,이천시,창전동,273,258,644,580,1168,908,1262,831,1109,939,1305,1362,1194,1416,659,804,234,410,25,51,0,0,15432,7873,7559
4150051500,2025-04-30,경기도,이천시,증포동,2607,2415,4100,3890,3585,3121,3668,3877,5107,5407,4743,4817,2848,2785,879,1023,319,586,36,105,0,1,55919,27892,28027
4150052000,2025-04-30,경기도,이천시,중리동,403,360,430,395,1740,856,1887,966,1052,776,1103,1021,1208,1137,570,619,242,300,32,52,0,1,15150,8667,6483
4150053000,2025-04-30,경기도,이천시,관고동,385,374,397,434,653,613,938,716,850,749,988,947,947,875,410,452,163,255,10,29,0,0,11185,5741,5444
